,Year,SA4 Code,Household Stress - Census Households with rent payments greater than or equal to 30% of household income (%),Rent and Mortgage Payments - Census Average monthly household mortgage payment ($),Rent and Mortgage Payments - Census Average monthly household rental payment ($),Housing Suitability - Occupied private dwellings - Census Dwellings with extra bedrooms needed (no.),Household Stress - Census Households with mortgage repayments greater than or equal to 30% of household income (%),Building Approvals - Year ended 30 June Value of residential building ($m),Building Approvals - Year ended 30 June Private sector dwellings excluding houses (no.),Building Approvals - Year ended 30 June Total private sector dwelling units (no.),Building Approvals - Year ended 30 June Total value of private sector dwelling units ($m),Building Approvals - Year ended 30 June Private sector houses (no.),Building Approvals - Year ended 30 June Total dwelling units (no.),Building Approvals - Year ended 30 June Value of private sector houses ($m),Building Approvals - Year ended 30 June Value of private sector dwellings excluding houses ($m),SA4 Name,Value of New Other Residential Building ($000),Total Dwelling Number,Number of New Houses,Number of New Other Residential Buildings,Value of Total Residential Buildings ($000),Value of Alterations ($000),Value of New Houses ($000),SA4 Name 2011,Average number of Persons per bedroom,Median total family income weekly,Median total household income weekly,Median age of persons,Median total personal income weekly,Average household size,Median rent weekly,Median mortgage repayment monthly,Estimates of Personal Income - Year ended 30 June Total income (excl. Government pensions and allowances) - Gini coefficient,Estimates of Personal Income - Year ended 30 June Mean employee income ($),Gross Capital Gains reported by taxpayers - Year ended 30 June Gross Capital Gains reported by taxpayers - Mean ($),Estimates of Personal Income - Year ended 30 June Mean investment income ($),Estimates of Personal Income - Year ended 30 June Median employee income ($),Gross Capital Gains reported by taxpayers - Year ended 30 June Gross Capital Gains reported by taxpayers  - Median ($),Estimates of Personal Income - Year ended 30 June Median investment income ($),State and Territory Id,House Median Sales Price,House No of Transactions,Attached dwellings Median Sales Price,Attached dwellings No of Transactions
361,2015,107,,,,,,605.0,1165.0,1964.0,586.0,799.0,2004.0,310.0,276.0,Illawarra,369985.1,2301.0,863.0,1411.0,720232.8,67848.1,282399.6,Illawarra,,,,,,,,,0.456,57330.0,34541.0,6053.0,47692.0,4070.0,375.0,1,535000.0,4187.0,430000.0,1962.0
362,2015,108,,,,,,332.0,241.0,1176.0,325.0,935.0,1176.0,281.0,45.0,Mid North Coast,43069.7,1239.0,1003.0,221.0,364196.2,39250.5,281876.0,Mid North Coast,,,,,,,,,0.489,44637.0,25765.0,6163.0,38165.0,3886.0,414.0,1,380000.0,4151.0,280000.0,1235.0
363,2015,109,,,,,,241.0,93.0,761.0,235.0,668.0,761.0,217.0,19.0,Murray,14439.8,822.0,744.0,76.0,265380.2,36194.5,214745.9,Murray,,,,,,,,,0.464,45958.0,40227.0,8554.0,40734.0,2939.0,391.0,1,260000.0,1930.0,180000.0,436.0
364,2015,110,,,,,,243.0,132.0,849.0,229.0,717.0,877.0,210.0,20.0,New England and North West,30805.4,813.0,637.0,158.0,242835.5,23347.5,188682.7,New England and North West,,,,,,,,,0.495,46381.0,36845.0,7495.0,40815.0,3270.0,370.0,1,283000.0,2861.0,215000.0,222.0
365,2015,111,,,,,,744.0,1094.0,2383.0,707.0,1289.0,2383.0,461.0,245.0,Newcastle and Lake Macquarie,215246.4,2571.0,1263.0,1107.0,746733.8,151145.0,380342.4,Newcastle and Lake Macquarie,,,,,,,,,0.462,56419.0,29966.0,6827.0,47557.0,3708.0,347.0,1,465000.0,6315.0,399500.0,1659.0
366,2015,112,,,,,,412.0,260.0,1255.0,404.0,995.0,1257.0,333.0,71.0,Richmond - Tweed,68472.9,1478.0,1144.0,298.0,444647.6,48911.3,327263.4,Richmond - Tweed,,,,,,,,,0.483,44593.0,39035.0,8017.0,37821.0,4133.0,389.0,1,462500.0,3699.0,349000.0,1859.0
367,2015,113,,,,,,200.0,54.0,628.0,193.0,574.0,633.0,183.0,10.0,Riverina,13667.1,798.0,717.0,72.0,237293.8,23437.9,200188.8,Riverina,,,,,,,,,0.441,47463.0,31848.0,7627.0,42929.0,2899.0,378.0,1,265000.0,2449.0,235000.0,263.0
368,2015,114,,,,,,400.0,248.0,1274.0,386.0,1026.0,1288.0,345.0,41.0,Southern Highlands and Shoalhaven,60667.3,1171.0,907.0,252.0,396749.5,68847.9,267234.2,Southern Highlands and Shoalhaven,,,,,,,,,0.493,50284.0,37120.0,9412.0,40091.0,4891.0,485.0,1,430000.0,4147.0,335000.0,461.0
369,2015,115,,,,,,989.0,1868.0,3084.0,977.0,1216.0,3084.0,506.0,471.0,Sydney - Baulkham Hills and Hawkesbury,341644.7,2318.0,1295.0,1005.0,941237.1,61637.8,537954.6,Sydney - Baulkham Hills and Hawkesbury,,,,,,,,,0.498,68833.0,51556.0,10177.0,54071.0,4626.0,509.0,1,1055000.0,3523.0,690000.0,815.0
370,2015,116,,,,,,816.0,946.0,3433.0,804.0,2487.0,3450.0,650.0,154.0,Sydney - Blacktown,384994.3,4591.0,2839.0,1728.0,1176643.2,33470.7,758178.2,Sydney - Blacktown,,,,,,,,,0.389,54306.0,35384.0,1589.0,49908.0,3968.0,130.0,1,618000.0,4800.0,469039.0,1488.0
371,2015,117,,,,,,2012.0,5964.0,6080.0,1975.0,116.0,6081.0,121.0,1854.0,Sydney - City and Inner South,2773498.5,7225.0,85.0,6921.0,3004876.0,204092.9,27284.7,Sydney - City and Inner South,,,,,,,,,0.508,64059.0,88096.0,9836.0,49669.0,3922.0,265.0,1,1200000.0,1767.0,735000.0,6765.0
372,2015,118,,,,,,801.0,900.0,1097.0,734.0,197.0,1105.0,394.0,341.0,Sydney - Eastern Suburbs,316604.0,1026.0,182.0,781.0,820639.5,312137.7,191897.8,Sydney - Eastern Suburbs,,,,,,,,,0.581,81951.0,165407.0,25335.0,56304.0,5598.0,862.0,1,1993500.0,2294.0,836000.0,3375.0
373,2015,119,,,,,,1402.0,3807.0,4812.0,1345.0,1005.0,4974.0,369.0,976.0,Sydney - Inner South West,1357588.5,6176.0,1129.0,4986.0,1793757.2,100574.8,335594.1,Sydney - Inner South West,,,,,,,,,0.45,52942.0,47244.0,5752.0,45083.0,3638.0,386.0,1,928000.0,5215.0,600000.0,5291.0
374,2015,120,,,,,,1258.0,3587.0,3805.0,1232.0,218.0,3818.0,221.0,1011.0,Sydney - Inner West,664518.9,2760.0,239.0,2412.0,983434.2,206027.8,112887.5,Sydney - Inner West,,,,,,,,,0.505,69931.0,55576.0,10320.0,53902.0,4156.0,533.0,1,1451750.0,2600.0,702000.0,4181.0
375,2015,121,,,,,,1514.0,2762.0,3256.0,1406.0,494.0,3363.0,664.0,742.0,Sydney - North Sydney and Hornsby,1142094.4,4402.0,561.0,3616.0,1993277.0,490237.8,360944.8,Sydney - North Sydney and Hornsby,,,,,,,,,0.575,90793.0,66279.0,20081.0,60667.0,4641.0,1151.0,1,1680000.0,4777.0,745000.0,6218.0
376,2015,122,,,,,,526.0,606.0,991.0,522.0,385.0,991.0,359.0,163.0,Sydney - Northern Beaches,227781.9,1081.0,413.0,624.0,647431.9,209806.1,209843.8,Sydney - Northern Beaches,,,,,,,,,0.545,77061.0,54766.0,16291.0,52994.0,4700.0,787.0,1,1360000.0,2994.0,699500.0,2624.0
377,2015,123,,,,,,731.0,703.0,2653.0,703.0,1950.0,2738.0,565.0,138.0,Sydney - Outer South West,133937.8,2995.0,2334.0,646.0,867764.9,37167.2,696659.9,Sydney - Outer South West,,,,,,,,,0.4,55127.0,45936.0,3590.0,49536.0,4825.0,154.0,1,540000.0,4942.0,385000.0,1082.0
378,2015,124,,,,,,606.0,540.0,2214.0,589.0,1674.0,2244.0,496.0,94.0,Sydney - Outer West and Blue Mountains,263400.5,2685.0,1525.0,1135.0,755580.9,72263.7,419916.6,Sydney - Outer West and Blue Mountains,,,,,,,,,0.41,55719.0,35709.0,4331.0,50090.0,4376.0,191.0,1,545000.0,5707.0,410000.0,1580.0
379,2015,125,,,,,,1798.0,6240.0,7215.0,1792.0,975.0,7264.0,246.0,1547.0,Sydney - Parramatta,1719973.8,7302.0,1114.0,6114.0,2041013.2,59464.2,261575.2,Sydney - Parramatta,,,,,,,,,0.434,52844.0,36090.0,3825.0,46177.0,3332.0,269.0,1,830000.0,4065.0,570000.0,6340.0
380,2015,126,,,,,,773.0,2001.0,2293.0,763.0,292.0,2312.0,157.0,606.0,Sydney - Ryde,1734727.8,5724.0,296.0,5420.0,1927148.0,62398.3,130021.9,Sydney - Ryde,,,,,,,,,0.519,68692.0,51689.0,11101.0,53242.0,3595.0,690.0,1,1415500.0,1830.0,712250.0,2464.0
381,2015,127,,,,,,1145.0,1041.0,4369.0,1112.0,3328.0,4475.0,890.0,222.0,Sydney - South West,329532.3,5382.0,3935.0,1387.0,1446685.8,36325.7,1080827.8,Sydney - South West,,,,,,,,,0.404,50475.0,51806.0,3850.0,45572.0,6250.0,246.0,1,650000.0,4508.0,425000.0,1877.0
382,2015,128,,,,,,357.0,472.0,828.0,339.0,356.0,869.0,199.0,139.0,Sydney - Sutherland,222632.2,1053.0,377.0,662.0,468465.3,91962.2,153870.9,Sydney - Sutherland,,,,,,,,,0.475,66777.0,45859.0,9762.0,54146.0,3846.0,497.0,1,1000000.0,2412.0,641000.0,1905.0
383,2015,201,,,,,,385.0,139.0,1430.0,376.0,1291.0,1434.0,354.0,22.0,Ballarat,19232.3,1250.0,1145.0,103.0,374824.2,56059.2,299532.7,Ballarat,,,,,,,,,0.453,48254.0,28027.0,7441.0,42332.0,3147.0,268.0,2,292500.0,2640.0,244000.0,449.0
384,2015,202,,,,,,381.0,47.0,1258.0,363.0,1211.0,1292.0,352.0,11.0,Bendigo,11234.2,1144.0,1078.0,41.0,349696.2,48397.8,290064.2,Bendigo,,,,,,,,,0.453,48451.0,28818.0,7929.0,42604.0,2940.0,321.0,2,330000.0,2196.0,255000.0,375.0
385,2015,203,,,,,,1001.0,539.0,3191.0,969.0,2652.0,3265.0,865.0,105.0,Geelong,68733.0,3236.0,2946.0,278.0,1071242.5,132166.6,870342.9,Geelong,,,,,,,,,0.466,52211.0,37053.0,10056.0,43840.0,3033.0,342.0,2,411750.0,5009.0,325000.0,1242.0
386,2015,204,,,,,,368.0,48.0,1225.0,351.0,1177.0,1231.0,344.0,7.0,Hume,4939.4,1237.0,1201.0,27.0,381004.9,47023.5,329042.0,Hume,,,,,,,,,0.445,46510.0,25743.0,6965.0,41731.0,2765.0,306.0,2,275000.0,2391.0,208000.0,402.0
387,2015,205,,,,,,597.0,103.0,2018.0,568.0,1915.0,2052.0,550.0,18.0,Latrobe - Gippsland,21264.8,2155.0,1983.0,137.0,653595.3,94031.9,538298.5,Latrobe - Gippsland,,,,,,,,,0.475,50453.0,24516.0,7067.0,41033.0,2710.0,341.0,2,270000.0,4867.0,237750.0,720.0
388,2015,206,,,,,,5245.0,15949.0,16562.0,5143.0,613.0,16572.0,735.0,4408.0,Melbourne - Inner,4023326.5,13464.0,538.0,12330.0,5050764.0,736167.0,291270.5,Melbourne - Inner,,,,,,,,,0.515,65246.0,101334.0,14977.0,51018.0,4046.0,401.0,2,1002000.0,4637.0,528000.0,14523.0
389,2015,207,,,,,,1878.0,3659.0,4784.0,1863.0,1125.0,4804.0,881.0,982.0,Melbourne - Inner East,970205.9,4542.0,1245.0,3283.0,2078321.8,310634.0,797481.9,Melbourne - Inner East,,,,,,,,,0.557,68426.0,49612.0,18360.0,48716.0,4002.0,1294.0,2,1300000.0,5125.0,620000.0,4239.0
390,2015,208,,,,,,1839.0,3406.0,4451.0,1821.0,1045.0,4457.0,817.0,1004.0,Melbourne - Inner South,1028907.4,4599.0,1176.0,3403.0,1938677.6,303210.7,606559.5,Melbourne - Inner South,,,,,,,,,0.529,70150.0,56284.0,17900.0,51683.0,3994.0,851.0,2,1100000.0,4997.0,561500.0,5870.0
391,2015,209,,,,,,1574.0,2606.0,6242.0,1535.0,3636.0,6331.0,1009.0,525.0,Melbourne - North East,640414.6,6204.0,3262.0,2931.0,1629474.5,115049.8,874010.0,Melbourne - North East,,,,,,,,,0.44,54746.0,44279.0,7225.0,47097.0,2876.0,279.0,2,521500.0,6454.0,421000.0,2853.0
392,2015,210,,,,,,1082.0,1411.0,4308.0,1056.0,2897.0,4352.0,792.0,265.0,Melbourne - North West,330646.7,4917.0,3231.0,1655.0,1241475.1,61726.9,849101.5,Melbourne - North West,,,,,,,,,0.428,52559.0,36663.0,6361.0,46254.0,3208.0,219.0,2,445000.0,5383.0,388000.0,1921.0
393,2015,211,,,,,,909.0,1432.0,3025.0,888.0,1593.0,3034.0,578.0,310.0,Melbourne - Outer East,246344.5,2935.0,1819.0,1105.0,966993.5,145274.9,575374.0,Melbourne - Outer East,,,,,,,,,0.444,54590.0,35117.0,7156.0,46731.0,2652.0,305.0,2,595000.0,7181.0,445000.0,2965.0
394,2015,212,,,,,,2128.0,2280.0,8003.0,2103.0,5723.0,8038.0,1630.0,473.0,Melbourne - South East,390738.4,8480.0,6641.0,1799.0,2367152.0,99915.8,1876497.8,Melbourne - South East,,,,,,,,,0.43,50236.0,32879.0,5830.0,44495.0,3182.0,200.0,2,465000.0,11515.0,405000.0,3768.0
395,2015,213,,,,,,1845.0,2227.0,7349.0,1833.0,5122.0,7360.0,1364.0,469.0,Melbourne - West,799156.8,10005.0,6706.0,3281.0,2672908.2,120452.2,1753299.2,Melbourne - West,,,,,,,,,0.411,53140.0,28931.0,3946.0,47464.0,3210.0,137.0,2,415000.0,11519.0,365000.0,3294.0
396,2015,214,,,,,,703.0,442.0,1751.0,683.0,1309.0,1754.0,593.0,90.0,Mornington Peninsula,183356.1,2099.0,1290.0,794.0,850673.9,152370.0,514947.8,Mornington Peninsula,,,,,,,,,0.46,51836.0,47871.0,10234.0,44117.0,3957.0,273.0,2,480000.0,6577.0,351000.0,1872.0
397,2015,215,,,,,,196.0,4.0,578.0,180.0,574.0,587.0,179.0,,North West,2363.5,695.0,615.0,13.0,211195.7,37591.6,171240.6,North West,,,,,,,,,0.464,41702.0,24809.0,7452.0,37674.0,2326.0,450.0,2,190000.0,2372.0,179950.0,377.0
398,2015,216,,,,,,196.0,6.0,558.0,184.0,552.0,563.0,184.0,1.0,Shepparton,3255.3,630.0,612.0,16.0,218914.6,46043.1,169616.2,Shepparton,,,,,,,,,0.453,44208.0,23386.0,7576.0,39900.0,2599.0,310.0,2,250000.0,1627.0,215000.0,269.0
399,2015,217,,,,,,197.0,41.0,544.0,185.0,503.0,546.0,175.0,10.0,Warrnambool and South West,6518.0,507.0,470.0,33.0,192740.6,44368.1,141854.5,Warrnambool and South West,,,,,,,,,0.457,44220.0,24914.0,8512.0,38818.0,2712.0,445.0,2,265000.0,1610.0,245000.0,242.0
400,2015,301,,,,,,536.0,738.0,1964.0,523.0,1226.0,1965.0,366.0,158.0,Brisbane - East,184472.1,2195.0,1390.0,798.0,614088.9,56388.7,373228.1,Brisbane - East,,,,,,,,,0.449,59829.0,29778.0,8093.0,49947.0,3506.0,209.0,3,505000.0,4385.0,395000.0,1225.0
401,2015,302,,,,,,636.0,1778.0,2449.0,622.0,671.0,2457.0,251.0,371.0,Brisbane - North,420152.4,2637.0,753.0,1881.0,720529.6,72284.5,228092.7,Brisbane - North,,,,,,,,,0.432,60908.0,24769.0,6338.0,52637.0,2911.0,207.0,3,518000.0,3505.0,403500.0,2022.0
402,2015,303,,,,,,1218.0,3197.0,4163.0,1196.0,966.0,4183.0,486.0,710.0,Brisbane - South,877960.5,4558.0,1172.0,3375.0,1464891.8,141288.8,445642.4,Brisbane - South,,,,,,,,,0.467,57147.0,31773.0,7970.0,47744.0,3385.0,273.0,3,610000.0,5210.0,415000.0,2997.0
403,2015,304,,,,,,418.0,663.0,1079.0,369.0,416.0,1185.0,214.0,155.0,Brisbane - West,192633.4,1362.0,491.0,868.0,475134.1,75789.4,206711.3,Brisbane - West,,,,,,,,,0.52,69817.0,56453.0,12089.0,53617.0,3518.0,438.0,3,619000.0,2840.0,460000.0,1152.0
404,2015,305,,,,,,2901.0,8968.0,9338.0,2881.0,370.0,9338.0,449.0,2432.0,Brisbane Inner City,2584458.0,9200.0,380.0,8813.0,3071778.0,259362.0,227957.9,Brisbane Inner City,,,,,,,,,0.533,71536.0,61063.0,14362.0,51913.0,4541.0,323.0,3,840000.0,3018.0,490000.0,5983.0
405,2015,306,,,,,,411.0,64.0,1212.0,380.0,1148.0,1241.0,362.0,18.0,Cairns,25854.1,1256.0,1118.0,117.0,408767.3,57852.2,325061.0,Cairns,,,,,,,,,0.451,48331.0,25956.0,6479.0,40884.0,3234.0,221.0,3,380000.0,3698.0,220000.0,2000.0
406,2015,307,,,,,,151.0,82.0,510.0,143.0,428.0,513.0,126.0,17.0,Darling Downs - Maranoa,6013.5,335.0,289.0,40.0,104905.5,19984.1,78907.8,Darling Downs - Maranoa,,,,,,,,,0.504,46810.0,41194.0,6367.0,40375.0,3282.0,235.0,3,260000.0,1483.0,248500.0,92.0
407,2015,308,,,,,,293.0,138.0,914.0,269.0,776.0,925.0,240.0,28.0,Central Queensland,13156.4,764.0,680.0,76.0,258868.5,51079.0,194633.1,Central Queensland,,,,,,,,,0.476,68286.0,31254.0,4702.0,52823.0,2512.0,115.0,3,340500.0,2494.0,310000.0,378.0
408,2015,309,,,,,,1631.0,2774.0,5499.0,1600.0,2725.0,5551.0,849.0,751.0,Gold Coast,1480988.1,8419.0,3795.0,4598.0,2738188.5,142829.8,1114370.6,Gold Coast,,,,,,,,,0.471,51086.0,53642.0,10465.0,42115.0,4458.0,202.0,3,539000.0,8318.0,370000.0,11255.0
409,2015,310,,,,,,731.0,908.0,3248.0,687.0,2340.0,3335.0,535.0,152.0,Ipswich,273330.4,4096.0,2653.0,1434.0,929399.5,48268.0,607801.1,Ipswich,,,,,,,,,0.404,51384.0,22326.0,3132.0,46963.0,2815.0,91.0,3,340000.0,5464.0,324000.0,902.0
410,2015,311,,,,,,588.0,454.0,2632.0,569.0,2178.0,2644.0,493.0,76.0,Logan - Beaudesert,98714.7,2757.0,2193.0,555.0,627140.2,35350.7,493074.9,Logan - Beaudesert,,,,,,,,,0.4,50116.0,26668.0,4205.0,45528.0,2929.0,87.0,3,377000.0,5354.0,250000.0,1499.0
411,2015,312,,,,,,215.0,91.0,578.0,199.0,487.0,588.0,176.0,23.0,Mackay - Isaac - Whitsunday,12215.9,404.0,350.0,52.0,159241.9,27762.3,119263.7,Mackay - Isaac - Whitsunday,,,,,,,,,0.465,65140.0,22105.0,5825.0,50741.0,3016.0,133.0,3,375000.0,1529.0,300000.0,432.0
412,2015,313,,,,,,423.0,539.0,1828.0,397.0,1289.0,1828.0,310.0,87.0,Moreton Bay - North,69775.8,1867.0,1402.0,458.0,447945.1,39405.7,338763.5,Moreton Bay - North,,,,,,,,,0.44,49821.0,33378.0,5496.0,43413.0,3860.0,128.0,3,378250.0,4370.0,315000.0,1264.0
413,2015,314,,,,,,603.0,932.0,2590.0,560.0,1658.0,2690.0,402.0,158.0,Moreton Bay - South,163728.0,2353.0,1397.0,954.0,547078.6,31855.2,351495.4,Moreton Bay - South,,,,,,,,,0.428,59307.0,28233.0,5086.0,51194.0,2861.0,127.0,3,451000.0,3412.0,351000.0,966.0
414,2015,315,,,,,,75.0,31.0,123.0,43.0,92.0,202.0,30.0,13.0,Queensland - Outback,7797.1,163.0,124.0,36.0,69738.9,12809.7,49132.0,Queensland - Outback,,,,,,,,,0.487,55964.0,36385.0,4160.0,45801.0,2943.0,92.0,3,256500.0,502.0,367500.0,50.0
415,2015,316,,,,,,1029.0,730.0,3494.0,1008.0,2764.0,3498.0,861.0,146.0,Sunshine Coast,233097.4,4434.0,3280.0,1115.0,1292719.8,133541.7,926080.7,Sunshine Coast,,,,,,,,,0.489,50752.0,36675.0,9892.0,40433.0,3985.0,345.0,3,505000.0,6870.0,370000.0,4027.0
416,2015,317,,,,,,375.0,495.0,1371.0,357.0,876.0,1395.0,264.0,93.0,Toowoomba,99307.6,1382.0,828.0,544.0,362072.8,38328.0,224437.2,Toowoomba,,,,,,,,,0.447,51585.0,30498.0,7244.0,44964.0,3026.0,202.0,3,369000.0,3064.0,299000.0,669.0
417,2015,318,,,,,,434.0,439.0,1482.0,394.0,1043.0,1609.0,313.0,81.0,Townsville,35386.9,959.0,797.0,155.0,303198.4,49808.8,218002.6,Townsville,,,,,,,,,0.426,55400.0,22802.0,4867.0,48455.0,2560.0,125.0,3,345000.0,3016.0,290000.0,691.0
418,2015,319,,,,,,407.0,145.0,1543.0,387.0,1398.0,1557.0,363.0,24.0,Wide Bay,22065.1,1593.0,1454.0,133.0,431182.8,54217.7,354900.0,Wide Bay,,,,,,,,,0.487,45541.0,22217.0,5349.0,37968.0,3074.0,231.0,3,287500.0,4732.0,260000.0,594.0
419,2015,401,,,,,,894.0,1933.0,2984.0,876.0,1051.0,2987.0,457.0,419.0,Adelaide - Central and Hills,503459.6,3151.0,1235.0,1895.0,1013666.5,145219.5,364987.4,Adelaide - Central and Hills,,,,,,,,,0.508,60644.0,34946.0,15910.0,48229.0,3714.0,659.0,4,617000.0,3679.0,400000.0,2107.0
420,2015,402,,,,,,521.0,152.0,2470.0,498.0,2318.0,2565.0,477.0,22.0,Adelaide - North,77309.2,3066.0,2625.0,418.0,630675.7,32513.7,520852.7,Adelaide - North,,,,,,,,,0.393,49256.0,18503.0,3769.0,45758.0,2308.0,140.0,4,337850.0,5866.0,242000.0,1024.0
421,2015,403,,,,,,496.0,598.0,1936.0,479.0,1338.0,2010.0,360.0,119.0,Adelaide - South,137975.8,2355.0,1552.0,781.0,584822.5,82324.7,364522.0,Adelaide - South,,,,,,,,,0.438,53745.0,29119.0,7200.0,47025.0,2616.0,257.0,4,425000.0,5210.0,347500.0,1601.0
422,2015,404,,,,,,390.0,661.0,1563.0,380.0,902.0,1594.0,244.0,136.0,Adelaide - West,174475.5,1962.0,1051.0,890.0,476476.6,52950.4,249050.7,Adelaide - West,,,,,,,,,0.427,52478.0,23528.0,7201.0,46423.0,2806.0,290.0,4,475000.0,2713.0,335000.0,1544.0
423,2015,405,,,,,,173.0,7.0,674.0,165.0,667.0,675.0,164.0,1.0,Barossa - Yorke - Mid North,200.0,581.0,575.0,2.0,156135.4,24918.0,131017.4,Barossa - Yorke - Mid North,,,,,,,,,0.467,46500.0,26997.0,8058.0,40665.0,2774.0,347.0,4,260000.0,1817.0,170000.0,91.0
424,2015,406,,,,,,118.0,6.0,410.0,108.0,404.0,424.0,106.0,2.0,South Australia - Outback,2139.8,258.0,241.0,11.0,78269.1,14613.4,61515.9,South Australia - Outback,,,,,,,,,0.447,55066.0,22289.0,6394.0,45694.0,2381.0,232.0,4,258000.0,737.0,197750.0,172.0
425,2015,407,,,,,,292.0,47.0,1127.0,278.0,1080.0,1145.0,269.0,8.0,South Australia - South East,10824.9,1194.0,1139.0,48.0,307710.3,35304.5,261580.9,South Australia - South East,,,,,,,,,0.463,42458.0,32873.0,7387.0,37901.0,3198.0,347.0,4,270000.0,3042.0,175000.0,333.0
426,2015,501,,,,,,619.0,67.0,1975.0,602.0,1908.0,1994.0,591.0,11.0,Bunbury,19228.5,1701.0,1597.0,92.0,537387.7,55237.2,462922.0,Bunbury,,,,,,,,,0.485,59176.0,29648.0,8932.0,44897.0,3270.0,239.0,5,415000.0,2691.0,339500.0,488.0
427,2015,502,,,,,,429.0,81.0,1651.0,421.0,1570.0,1668.0,408.0,13.0,Mandurah,15015.7,1342.0,1260.0,78.0,361248.6,9712.6,336520.3,Mandurah,,,,,,,,,0.491,67062.0,27993.0,7986.0,50148.0,3764.0,177.0,5,415000.0,1850.0,325000.0,374.0
428,2015,503,,,,,,1130.0,1891.0,2429.0,1162.0,538.0,2444.0,535.0,627.0,Perth - Inner,324816.5,1557.0,441.0,1109.0,788083.7,117828.9,345438.3,Perth - Inner,,,,,,,,,0.582,87584.0,59038.0,25333.0,55000.0,5526.0,958.0,5,1250000.0,1792.0,520000.0,2195.0
429,2015,504,,,,,,1013.0,711.0,3933.0,962.0,3222.0,4080.0,799.0,163.0,Perth - North East,100953.0,2902.0,2417.0,475.0,756213.7,59783.3,595477.4,Perth - North East,,,,,,,,,0.438,62629.0,31224.0,6641.0,52984.0,3699.0,169.0,5,530000.0,3571.0,395000.0,933.0
430,2015,505,,,,,,1778.0,1332.0,6267.0,1694.0,4935.0,6572.0,1419.0,275.0,Perth - North West,413880.7,5448.0,3496.0,1935.0,1492726.0,99829.5,979015.8,Perth - North West,,,,,,,,,0.462,66000.0,34971.0,8692.0,52787.0,3739.0,212.0,5,570000.0,7910.0,444000.0,2154.0
431,2015,506,,,,,,2013.0,2801.0,7537.0,1964.0,4736.0,7709.0,1236.0,727.0,Perth - South East,316637.6,5147.0,3660.0,1463.0,1322312.6,89603.9,916071.1,Perth - South East,,,,,,,,,0.454,62777.0,41144.0,7061.0,51781.0,3379.0,184.0,5,525000.0,6274.0,440000.0,2250.0
432,2015,507,,,,,,1656.0,1391.0,5825.0,1588.0,4434.0,6036.0,1245.0,343.0,Perth - South West,391148.4,4930.0,3435.0,1473.0,1427810.6,89850.5,946811.7,Perth - South West,,,,,,,,,0.477,69221.0,70657.0,9862.0,54638.0,3721.0,213.0,5,535000.0,5984.0,447000.0,1677.0
433,2015,509,,,,,,286.0,76.0,874.0,260.0,798.0,913.0,246.0,14.0,Western Australia - Wheat Belt,4775.2,775.0,748.0,19.0,253883.7,38433.5,210675.0,Western Australia - Wheat Belt,,,,,,,,,0.493,50755.0,28153.0,10406.0,41205.0,2350.0,507.0,5,310000.0,1772.0,270000.0,117.0
434,2015,510,,,,,,295.0,131.0,443.0,206.0,312.0,645.0,143.0,63.0,Western Australia - Outback (North),9523.9,269.0,227.0,39.0,132449.4,23152.4,99773.1,Western Australia - Outback (North),,,,,,,,,0.434,78584.0,25317.0,2872.0,63803.0,3115.0,41.0,5,,,,
435,2015,511,,,,,,250.0,47.0,582.0,207.0,535.0,645.0,194.0,13.0,Western Australia - Outback (South),19272.8,557.0,447.0,107.0,196760.7,33607.9,143880.0,Western Australia - Outback (South),,,,,,,,,0.453,61466.0,28774.0,7948.0,50000.0,2303.0,182.0,5,,,,
436,2015,601,,,,,,343.0,207.0,1259.0,330.0,1052.0,1267.0,291.0,39.0,Hobart,34722.4,1002.0,797.0,193.0,308149.9,61621.9,211805.7,Hobart,,,,,,,,,0.44,51298.0,27836.0,7067.0,45420.0,2604.0,260.0,6,357500.0,3305.0,275000.0,1040.0
437,2015,602,,,,,,198.0,135.0,739.0,190.0,604.0,743.0,169.0,21.0,Launceston and North East,26284.4,711.0,536.0,163.0,200804.7,31987.6,142532.7,Launceston and North East,,,,,,,,,0.451,46955.0,27215.0,7089.0,41266.0,2490.0,249.0,6,265000.0,2285.0,225000.0,425.0
438,2015,603,,,,,,85.0,25.0,340.0,82.0,315.0,340.0,76.0,6.0,South East,1212.0,275.0,258.0,9.0,75657.1,13767.4,60677.6,South East,,,,,,,,,0.474,42820.0,51613.0,5866.0,37494.0,4138.0,252.0,6,280000.0,835.0,218000.0,37.0
439,2015,604,,,,,,143.0,89.0,521.0,138.0,432.0,522.0,124.0,13.0,West and North West,9226.0,437.0,379.0,52.0,136770.5,25177.7,102366.7,West and North West,,,,,,,,,0.44,47150.0,26223.0,5396.0,41456.0,2449.0,222.0,6,242000.0,1678.0,225000.0,278.0
440,2015,701,,,,,,592.0,815.0,1500.0,510.0,685.0,1660.0,292.0,218.0,Darwin,177623.6,1426.0,700.0,710.0,492754.0,52048.1,263082.3,Darwin,,,,,,,,,0.412,66627.0,38227.0,4427.0,58731.0,3424.0,72.0,7,575000.0,1321.0,450000.0,1329.0
441,2015,702,,,,,,54.0,69.0,145.0,41.0,76.0,154.0,27.0,14.0,Northern Territory - Outback,22056.4,277.0,185.0,84.0,139855.5,41299.5,76499.6,Northern Territory - Outback,,,,,,,,,0.411,51789.0,28630.0,3283.0,45162.0,2845.0,71.0,7,429000.0,437.0,351000.0,198.0
