,Year,SA4 Code,Household Stress - Census Households with rent payments greater than or equal to 30% of household income (%),Rent and Mortgage Payments - Census Average monthly household mortgage payment ($),Rent and Mortgage Payments - Census Average monthly household rental payment ($),Housing Suitability - Occupied private dwellings - Census Dwellings with extra bedrooms needed (no.),Household Stress - Census Households with mortgage repayments greater than or equal to 30% of household income (%),Building Approvals - Year ended 30 June Value of residential building ($m),Building Approvals - Year ended 30 June Private sector dwellings excluding houses (no.),Building Approvals - Year ended 30 June Total private sector dwelling units (no.),Building Approvals - Year ended 30 June Total value of private sector dwelling units ($m),Building Approvals - Year ended 30 June Private sector houses (no.),Building Approvals - Year ended 30 June Total dwelling units (no.),Building Approvals - Year ended 30 June Value of private sector houses ($m),Building Approvals - Year ended 30 June Value of private sector dwellings excluding houses ($m),SA4 Name,Value of New Other Residential Building ($000),Total Dwelling Number,Number of New Houses,Number of New Other Residential Buildings,Value of Total Residential Buildings ($000),Value of Alterations ($000),Value of New Houses ($000),SA4 Name 2011,Average number of Persons per bedroom,Median total family income weekly,Median total household income weekly,Median age of persons,Median total personal income weekly,Average household size,Median rent weekly,Median mortgage repayment monthly,Estimates of Personal Income - Year ended 30 June Total income (excl. Government pensions and allowances) - Gini coefficient,Estimates of Personal Income - Year ended 30 June Mean employee income ($),Gross Capital Gains reported by taxpayers - Year ended 30 June Gross Capital Gains reported by taxpayers - Mean ($),Estimates of Personal Income - Year ended 30 June Mean investment income ($),Estimates of Personal Income - Year ended 30 June Median employee income ($),Gross Capital Gains reported by taxpayers - Year ended 30 June Gross Capital Gains reported by taxpayers  - Median ($),Estimates of Personal Income - Year ended 30 June Median investment income ($),State and Territory Id,House Median Sales Price,House No of Transactions,Attached dwellings Median Sales Price,Attached dwellings No of Transactions
670,2018,304,,,,,,485.0,697.0,1226.0,450.0,529.0,1271.0,290.0,160.0,Brisbane - West,131558.2,863.0,435.0,426.0,434664.8,91186.1,211920.5,Brisbane - West,,,,,,,,,,,47303.0,,,3585.0,,3,705000.0,2548.0,435000.0,743.0
671,2018,305,,,,,,1692.0,3437.0,3816.0,1657.0,379.0,3816.0,515.0,1142.0,Brisbane Inner City,697340.5,2201.0,309.0,1890.0,1220083.1,319344.7,203397.9,Brisbane Inner City,,,,,,,,,,,69032.0,,,4026.0,,3,980000.0,2524.0,475000.0,3329.0
672,2018,306,,,,,,587.0,541.0,1537.0,539.0,996.0,1581.0,337.0,202.0,Cairns,23723.7,862.0,758.0,96.0,330566.2,62679.2,244163.3,Cairns,,,,,,,,,,,37229.0,,,3144.0,,3,392500.0,3503.0,225000.0,1870.0
673,2018,307,,,,,,113.0,21.0,330.0,104.0,309.0,333.0,100.0,4.0,Darling Downs - Maranoa,4359.7,274.0,253.0,15.0,102979.6,26162.0,72457.9,Darling Downs - Maranoa,,,,,,,,,,,46675.0,,,2998.0,,3,262500.0,1585.0,210000.0,82.0
674,2018,308,,,,,,167.0,74.0,482.0,148.0,408.0,492.0,132.0,16.0,Central Queensland,14923.9,383.0,328.0,54.0,149001.2,32723.5,101353.8,Central Queensland,,,,,,,,,,,25743.0,,,2752.0,,3,295000.0,2432.0,230000.0,322.0
675,2018,309,,,,,,2144.0,3539.0,6325.0,2100.0,2786.0,6325.0,1053.0,1047.0,Gold Coast,929164.2,4883.0,2418.0,2448.0,1968255.8,183385.3,855706.3,Gold Coast,,,,,,,,,,,57828.0,,,4802.0,,3,645000.0,7608.0,420000.0,9242.0
676,2018,310,,,,,,1138.0,721.0,4671.0,1105.0,3950.0,4706.0,952.0,153.0,Ipswich,110133.7,3121.0,2643.0,474.0,808541.1,54826.1,643581.2,Ipswich,,,,,,,,,,,21114.0,,,2840.0,,3,365000.0,5494.0,310500.0,541.0
677,2018,311,,,,,,828.0,481.0,3595.0,805.0,3114.0,3611.0,705.0,99.0,Logan - Beaudesert,149885.2,3523.0,2796.0,720.0,836362.2,47299.6,639177.4,Logan - Beaudesert,,,,,,,,,,,29309.0,,,3233.0,,3,424500.0,4867.0,265500.0,862.0
678,2018,312,,,,,,280.0,19.0,523.0,254.0,504.0,523.0,248.0,6.0,Mackay - Isaac - Whitsunday,0.0,582.0,581.0,0.0,329466.5,71660.7,257805.8,Mackay - Isaac - Whitsunday,,,,,,,,,,,29333.0,,,3190.0,,3,333000.0,1978.0,220000.0,386.0
679,2018,313,,,,,,833.0,757.0,3120.0,789.0,2363.0,3202.0,573.0,216.0,Moreton Bay - North,129066.9,2770.0,2105.0,660.0,695065.4,44534.2,521464.3,Moreton Bay - North,,,,,,,,,,,31571.0,,,3996.0,,3,425000.0,4513.0,335000.0,1064.0
680,2018,314,,,,,,550.0,808.0,1993.0,515.0,1185.0,2044.0,309.0,205.0,Moreton Bay - South,148436.5,1469.0,862.0,603.0,405084.2,39627.3,217020.4,Moreton Bay - South,,,,,,,,,,,21680.0,,,2680.0,,3,499000.0,3460.0,355000.0,648.0
681,2018,315,,,,,,101.0,10.0,85.0,29.0,75.0,201.0,27.0,1.0,Queensland - Outback,15198.8,69.0,43.0,26.0,31206.7,6707.3,9300.7,Queensland - Outback,,,,,,,,,,,31742.0,,,2804.0,,3,195000.0,446.0,320000.0,32.0
682,2018,316,,,,,,1437.0,1102.0,4477.0,1414.0,3375.0,4480.0,1132.0,283.0,Sunshine Coast,492709.9,4683.0,2929.0,1712.0,1590167.2,168585.5,928871.9,Sunshine Coast,,,,,,,,,,,44851.0,,,4278.0,,3,609000.0,6928.0,430000.0,3661.0
683,2018,317,,,,,,353.0,296.0,1230.0,340.0,934.0,1242.0,280.0,60.0,Toowoomba,48047.2,764.0,573.0,188.0,259686.0,50852.2,160786.6,Toowoomba,,,,,,,,,,,48537.0,,,2830.0,,3,380000.0,2490.0,290500.0,387.0
684,2018,318,,,,,,247.0,32.0,707.0,219.0,675.0,735.0,211.0,8.0,Townsville,4632.0,461.0,428.0,26.0,179978.3,49548.5,125797.8,Townsville,,,,,,,,,,,26375.0,,,2645.0,,3,320000.0,2554.0,275000.0,509.0
685,2018,319,,,,,,456.0,82.0,1544.0,427.0,1462.0,1550.0,412.0,16.0,Wide Bay,10770.6,1444.0,1389.0,51.0,551272.9,169958.3,370543.9,Wide Bay,,,,,,,,,,,25075.0,,,3198.0,,3,310000.0,5409.0,250000.0,599.0
686,2018,401,,,,,,1153.0,1856.0,3227.0,1136.0,1371.0,3248.0,565.0,571.0,Adelaide - Central and Hills,309336.5,2587.0,1270.0,1303.0,896463.4,166517.0,420609.9,Adelaide - Central and Hills,,,,,,,,,,,40947.0,,,3967.0,,4,680000.0,3373.0,445000.0,2331.0
687,2018,402,,,,,,620.0,441.0,2831.0,607.0,2390.0,2858.0,527.0,80.0,Adelaide - North,44943.0,2489.0,2231.0,255.0,564867.7,30258.4,489666.2,Adelaide - North,,,,,,,,,,,19924.0,,,2895.0,,4,367000.0,5959.0,255000.0,1196.0
688,2018,403,,,,,,730.0,888.0,2475.0,712.0,1587.0,2490.0,491.0,220.0,Adelaide - South,83696.7,2047.0,1622.0,417.0,607791.7,86299.0,437796.0,Adelaide - South,,,,,,,,,,,27821.0,,,3067.0,,4,460000.0,4973.0,380000.0,1713.0
689,2018,404,,,,,,636.0,1029.0,2437.0,622.0,1408.0,2463.0,386.0,236.0,Adelaide - West,172778.4,2025.0,1250.0,769.0,565644.9,50777.3,342089.2,Adelaide - West,,,,,,,,,,,30923.0,,,3004.0,,4,540500.0,2382.0,385000.0,1673.0
690,2018,405,,,,,,153.0,9.0,521.0,145.0,512.0,521.0,143.0,2.0,Barossa - Yorke - Mid North,7570.5,413.0,380.0,31.0,121211.6,19730.4,93910.8,Barossa - Yorke - Mid North,,,,,,,,,,,26652.0,,,2875.0,,4,265000.0,1707.0,192000.0,100.0
691,2018,406,,,,,,59.0,4.0,176.0,51.0,172.0,181.0,50.0,1.0,South Australia - Outback,1750.0,157.0,151.0,6.0,56817.1,15418.3,39648.7,South Australia - Outback,,,,,,,,,,,22510.0,,,2597.0,,4,240000.0,723.0,132500.0,202.0
692,2018,407,,,,,,308.0,22.0,1057.0,292.0,1035.0,1059.0,288.0,4.0,South Australia - South East,6249.5,988.0,954.0,29.0,305471.0,48274.9,250946.7,South Australia - South East,,,,,,,,,,,41248.0,,,3318.0,,4,290000.0,3219.0,200500.0,330.0
693,2018,501,,,,,,461.0,50.0,1355.0,442.0,1305.0,1387.0,429.0,13.0,Bunbury,28919.1,1308.0,1217.0,81.0,462196.0,56226.3,377050.6,Bunbury,,,,,,,,,,,36912.0,,,3128.0,,5,385000.0,2283.0,320000.0,342.0
694,2018,502,,,,,,238.0,99.0,851.0,230.0,752.0,867.0,208.0,22.0,Mandurah,2500.5,703.0,685.0,18.0,202429.9,9350.7,190578.7,Mandurah,,,,,,,,,,,27680.0,,,3245.0,,5,380000.0,1491.0,285000.0,391.0
695,2018,503,,,,,,744.0,1240.0,1617.0,727.0,377.0,1617.0,365.0,362.0,Perth - Inner,147217.8,851.0,427.0,420.0,556332.0,121934.7,287179.5,Perth - Inner,,,,,,,,,,,68483.0,,,5389.0,,5,1250000.0,1648.0,487000.0,1858.0
696,2018,504,,,,,,586.0,262.0,2210.0,555.0,1948.0,2269.0,503.0,52.0,Perth - North East,93002.0,2254.0,1810.0,440.0,592857.2,48591.7,451263.5,Perth - North East,,,,,,,,,,,27217.0,,,3037.0,,5,470000.0,2950.0,318000.0,656.0
697,2018,505,,,,,,988.0,750.0,3238.0,951.0,2488.0,3318.0,784.0,168.0,Perth - North West,228838.0,3412.0,2498.0,909.0,1023051.0,76286.9,717926.1,Perth - North West,,,,,,,,,,,29486.0,,,3086.0,,5,535000.0,6880.0,392000.0,1681.0
698,2018,506,,,,,,1017.0,998.0,3612.0,985.0,2614.0,3701.0,727.0,257.0,Perth - South East,384253.1,3456.0,2431.0,1018.0,1100683.9,69590.2,646840.6,Perth - South East,,,,,,,,,,,32416.0,,,2760.0,,5,475000.0,5356.0,398000.0,1802.0
699,2018,507,,,,,,1316.0,1270.0,3836.0,1262.0,2566.0,3989.0,765.0,497.0,Perth - South West,151248.9,2826.0,2358.0,452.0,901722.5,78668.6,671805.0,Perth - South West,,,,,,,,,,,40047.0,,,3227.0,,5,503250.0,5033.0,408000.0,1533.0
700,2018,509,,,,,,239.0,39.0,675.0,215.0,636.0,688.0,210.0,5.0,Western Australia - Wheat Belt,734.3,570.0,554.0,4.0,196868.4,37727.1,158407.0,Western Australia - Wheat Belt,,,,,,,,,,,34324.0,,,2725.0,,5,296000.0,1619.0,280000.0,104.0
701,2018,510,,,,,,90.0,10.0,63.0,28.0,53.0,187.0,26.0,2.0,Western Australia - Outback (North),0.0,89.0,88.0,0.0,53299.8,16425.4,36874.4,Western Australia - Outback (North),,,,,,,,,,,20197.0,,,3089.0,,5,299500.0,918.0,164000.0,318.0
702,2018,511,,,,,,146.0,25.0,308.0,117.0,283.0,350.0,112.0,5.0,Western Australia - Outback (South),7623.0,254.0,197.0,53.0,110290.8,35934.3,66733.5,Western Australia - Outback (South),,,,,,,,,,,29878.0,,,2296.0,,5,280000.0,1344.0,220000.0,178.0
703,2018,601,,,,,,436.0,245.0,1363.0,415.0,1118.0,1431.0,357.0,57.0,Hobart,60766.9,1624.0,1438.0,166.0,552013.3,69400.9,421845.6,Hobart,,,,,,,,,,,47147.0,,,3978.0,,6,430000.0,3816.0,331000.0,1364.0
704,2018,602,,,,,,191.0,55.0,644.0,184.0,589.0,654.0,173.0,11.0,Launceston and North East,9058.9,765.0,705.0,39.0,231465.2,34366.0,188040.2,Launceston and North East,,,,,,,,,,,39553.0,,,4564.0,,6,303000.0,3170.0,260000.0,685.0
705,2018,603,,,,,,84.0,1.0,282.0,80.0,281.0,282.0,80.0,,South East,1800.0,289.0,273.0,12.0,83396.6,12763.2,68833.4,South East,,,,,,,,,,,37152.0,,,7588.0,,6,320500.0,1114.0,290000.0,56.0
706,2018,604,,,,,,145.0,29.0,455.0,133.0,426.0,485.0,126.0,7.0,West and North West,3960.6,468.0,437.0,22.0,134720.1,17377.8,113381.6,West and North West,,,,,,,,,,,39294.0,,,3316.0,,6,259000.0,2549.0,226500.0,416.0
707,2018,701,,,,,,242.0,49.0,507.0,207.0,458.0,525.0,194.0,13.0,Darwin,9309.9,425.0,371.0,45.0,212524.6,74722.1,128492.6,Darwin,,,,,,,,,,,31282.0,,,2983.0,,7,502500.0,972.0,350000.0,585.0
708,2018,702,,,,,,126.0,25.0,93.0,40.0,68.0,248.0,29.0,10.0,Northern Territory - Outback,40689.1,248.0,135.0,108.0,135563.5,33795.3,61079.2,Northern Territory - Outback,,,,,,,,,,,34622.0,,,3283.0,,7,441000.0,369.0,335000.0,159.0
709,2018,801,,,,,,1736.0,4347.0,5509.0,1667.0,1162.0,5664.0,500.0,1167.0,Australian Capital Territory,1318524.2,6302.0,1294.0,4816.0,1958684.9,147851.8,492308.8,Australian Capital Territory,,,,,,,,,,,32826.0,,,3114.0,,8,687000.0,4167.0,430000.0,3455.0
710,2018,901,,,,,,,,,,,,,,Other Territories,,,,,,,,,,,,,,,,,,,12740.0,,,2621.0,,9,465000.0,6.0,,
711,2019,101,,,,,,532.0,234.0,1402.0,509.0,1168.0,1436.0,458.0,51.0,Capital Region,58470.3,985.0,772.0,202.0,405592.2,60224.2,286897.7,Capital Region,,,,,,,,,,,,,,,,1,490000.0,3789.0,340000.0,1060.0
712,2019,102,,,,,,572.0,826.0,1648.0,566.0,822.0,1654.0,335.0,231.0,Central Coast,131838.1,1121.0,674.0,437.0,423183.8,88008.8,203336.9,Central Coast,,,,,,,,,,,,,,,,1,637000.0,4370.0,503000.0,1327.0
713,2019,103,,,,,,300.0,140.0,837.0,284.0,697.0,838.0,251.0,33.0,Central West,30811.6,805.0,668.0,134.0,312859.4,41840.4,240207.5,Central West,,,,,,,,,,,,,,,,1,370000.0,3799.0,285000.0,283.0
714,2019,104,,,,,,267.0,348.0,823.0,265.0,475.0,823.0,168.0,97.0,Coffs Harbour - Grafton,25138.2,489.0,379.0,97.0,177555.4,33062.2,119355.0,Coffs Harbour - Grafton,,,,,,,,,,,,,,,,1,477500.0,2128.0,350000.0,568.0
715,2019,105,,,,,,126.0,81.0,347.0,111.0,266.0,386.0,93.0,18.0,Far West and Orana,17849.0,286.0,209.0,77.0,98732.4,13771.5,67111.8,Far West and Orana,,,,,,,,,,,,,,,,1,250000.0,1769.0,255000.0,39.0
716,2019,106,,,,,,698.0,264.0,2102.0,681.0,1838.0,2109.0,623.0,58.0,Hunter Valley exc Newcastle,75999.1,2171.0,1826.0,339.0,704708.0,55335.1,573373.9,Hunter Valley exc Newcastle,,,,,,,,,,,,,,,,1,450000.0,4705.0,347500.0,741.0
717,2019,107,,,,,,868.0,1119.0,2349.0,856.0,1230.0,2353.0,523.0,333.0,Illawarra,319025.8,2050.0,914.0,1125.0,729962.1,80159.4,330776.9,Illawarra,,,,,,,,,,,,,,,,1,705038.0,3121.0,570000.0,1305.0
718,2019,108,,,,,,415.0,324.0,1244.0,407.0,920.0,1247.0,326.0,82.0,Mid North Coast,53632.1,1047.0,794.0,236.0,368073.9,52987.6,261454.2,Mid North Coast,,,,,,,,,,,,,,,,1,472500.0,3476.0,376000.0,978.0
719,2019,109,,,,,,240.0,55.0,613.0,229.0,558.0,613.0,215.0,14.0,Murray,21806.4,691.0,640.0,49.0,283496.0,28990.9,232698.7,Murray,,,,,,,,,,,,,,,,1,285000.0,2094.0,213750.0,383.0
720,2019,110,,,,,,177.0,48.0,474.0,169.0,426.0,474.0,160.0,9.0,New England and North West,16059.3,421.0,333.0,83.0,155039.0,31197.4,107782.3,New England and North West,,,,,,,,,,,,,,,,1,295000.0,2710.0,255000.0,190.0
721,2019,111,,,,,,1030.0,1525.0,2541.0,963.0,1016.0,2542.0,456.0,508.0,Newcastle and Lake Macquarie,516218.7,2858.0,1123.0,1719.0,1042991.1,138126.9,388645.5,Newcastle and Lake Macquarie,,,,,,,,,,,,,,,,1,592000.0,5272.0,492500.0,1307.0
722,2019,112,,,,,,472.0,386.0,1360.0,469.0,974.0,1360.0,371.0,98.0,Richmond - Tweed,93020.4,1153.0,821.0,309.0,457584.8,74281.0,290283.4,Richmond - Tweed,,,,,,,,,,,,,,,,1,590000.0,3352.0,465000.0,1579.0
723,2019,113,,,,,,241.0,65.0,630.0,230.0,565.0,630.0,216.0,15.0,Riverina,11653.1,585.0,528.0,48.0,226108.4,33318.2,181137.1,Riverina,,,,,,,,,,,,,,,,1,312000.0,2566.0,265000.0,261.0
724,2019,114,,,,,,530.0,370.0,1333.0,517.0,963.0,1335.0,421.0,96.0,Southern Highlands and Shoalhaven,92388.1,1001.0,660.0,327.0,421776.8,69728.3,259660.3,Southern Highlands and Shoalhaven,,,,,,,,,,,,,,,,1,620000.0,2678.0,470000.0,358.0
725,2019,115,,,,,,1205.0,1021.0,2818.0,1189.0,1797.0,2818.0,854.0,335.0,Sydney - Baulkham Hills and Hawkesbury,147140.8,2228.0,1804.0,410.0,998770.3,58135.3,793494.1,Sydney - Baulkham Hills and Hawkesbury,,,,,,,,,,,,,,,,1,1170000.0,2282.0,762000.0,464.0
726,2019,116,,,,,,1456.0,2122.0,5280.0,1456.0,3158.0,5286.0,914.0,542.0,Sydney - Blacktown,386187.3,4435.0,2849.0,1558.0,1179922.9,22515.5,771220.0,Sydney - Blacktown,,,,,,,,,,,,,,,,1,720000.0,3436.0,560000.0,898.0
727,2019,117,,,,,,1258.0,3113.0,3240.0,1223.0,127.0,3240.0,157.0,1066.0,Sydney - City and Inner South,459012.7,1498.0,84.0,1382.0,701309.6,205611.7,36685.1,Sydney - City and Inner South,,,,,,,,,,,,,,,,1,1355000.0,1352.0,840000.0,4461.0
728,2019,118,,,,,,1113.0,830.0,1000.0,1038.0,170.0,1000.0,511.0,528.0,Sydney - Eastern Suburbs,252850.5,681.0,183.0,465.0,760522.9,324221.7,183450.7,Sydney - Eastern Suburbs,,,,,,,,,,,,,,,,1,2450000.0,1564.0,1027661.0,2487.0
729,2019,119,,,,,,977.0,1869.0,2898.0,955.0,1029.0,2949.0,380.0,575.0,Sydney - Inner South West,1118018.8,4338.0,1005.0,3303.0,1546277.6,89479.6,338779.2,Sydney - Inner South West,,,,,,,,,,,,,,,,1,988000.0,3282.0,621000.0,3252.0
730,2019,120,,,,,,694.0,1050.0,1337.0,676.0,287.0,1337.0,325.0,351.0,Sydney - Inner West,441404.9,1334.0,228.0,1067.0,757211.7,184384.8,131422.0,Sydney - Inner West,,,,,,,,,,,,,,,,1,1600000.0,1754.0,750000.0,2478.0
731,2019,121,,,,,,1584.0,2083.0,2549.0,1549.0,466.0,2549.0,747.0,802.0,Sydney - North Sydney and Hornsby,395362.8,1409.0,489.0,898.0,1161266.8,383310.5,382593.5,Sydney - North Sydney and Hornsby,,,,,,,,,,,,,,,,1,1950000.0,2834.0,875278.0,3734.0
732,2019,122,,,,,,447.0,237.0,508.0,422.0,271.0,509.0,332.0,90.0,Sydney - Northern Beaches,73545.7,523.0,295.0,208.0,420776.3,160820.8,186409.7,Sydney - Northern Beaches,,,,,,,,,,,,,,,,1,1700000.0,2121.0,855000.0,2039.0
733,2019,123,,,,,,1024.0,930.0,3161.0,998.0,2231.0,3214.0,719.0,280.0,Sydney - Outer South West,212954.7,2681.0,1810.0,856.0,800714.8,28851.0,558909.2,Sydney - Outer South West,,,,,,,,,,,,,,,,1,640000.0,3078.0,438000.0,478.0
734,2019,124,,,,,,714.0,995.0,2234.0,696.0,1239.0,2275.0,430.0,266.0,Sydney - Outer West and Blue Mountains,169318.1,1663.0,979.0,672.0,537888.0,52710.3,315859.6,Sydney - Outer West and Blue Mountains,,,,,,,,,,,,,,,,1,660000.0,3560.0,495000.0,886.0
735,2019,125,,,,,,1891.0,5065.0,5923.0,1878.0,858.0,5953.0,266.0,1613.0,Sydney - Parramatta,997793.4,4179.0,708.0,3450.0,1246201.8,37710.9,210697.5,Sydney - Parramatta,,,,,,,,,,,,,,,,1,875000.0,2357.0,600000.0,2573.0
736,2019,126,,,,,,651.0,1233.0,1549.0,647.0,316.0,1549.0,207.0,440.0,Sydney - Ryde,580162.9,1732.0,197.0,1515.0,754311.3,66765.3,107383.1,Sydney - Ryde,,,,,,,,,,,,,,,,1,1500000.0,1185.0,725000.0,1672.0
737,2019,127,,,,,,1502.0,1631.0,5056.0,1466.0,3425.0,5125.0,1034.0,432.0,Sydney - South West,406483.9,4166.0,2856.0,1292.0,1262218.4,21744.4,833990.1,Sydney - South West,,,,,,,,,,,,,,,,1,740000.0,3111.0,490000.0,881.0
738,2019,128,,,,,,848.0,1555.0,1822.0,842.0,267.0,1822.0,203.0,639.0,Sydney - Sutherland,366441.4,1112.0,186.0,918.0,558264.5,90674.8,101148.4,Sydney - Sutherland,,,,,,,,,,,,,,,,1,1130000.0,1975.0,730000.0,1675.0
739,2019,201,,,,,,532.0,97.0,1605.0,518.0,1508.0,1611.0,500.0,18.0,Ballarat,22005.9,1555.0,1453.0,98.0,544218.3,67829.2,454383.2,Ballarat,,,,,,,,,,,,,,,,2,380000.0,2885.0,285000.0,589.0
740,2019,202,,,,,,437.0,89.0,1219.0,420.0,1130.0,1227.0,401.0,20.0,Bendigo,17616.9,1261.0,1187.0,73.0,470784.9,70327.3,382840.7,Bendigo,,,,,,,,,,,,,,,,2,371000.0,2343.0,270000.0,408.0
741,2019,203,,,,,,1593.0,638.0,4216.0,1554.0,3578.0,4233.0,1367.0,187.0,Geelong,175566.1,3862.0,3261.0,595.0,1470673.8,178097.2,1117010.4,Geelong,,,,,,,,,,,,,,,,2,562500.0,4603.0,406000.0,1063.0
742,2019,204,,,,,,539.0,73.0,1432.0,509.0,1359.0,1440.0,480.0,29.0,Hume,8814.3,1179.0,1139.0,32.0,453941.8,65762.6,379364.9,Hume,,,,,,,,,,,,,,,,2,345000.0,2489.0,232500.0,488.0
743,2019,205,,,,,,905.0,133.0,2535.0,878.0,2402.0,2547.0,852.0,26.0,Latrobe - Gippsland,29264.2,2271.0,2151.0,118.0,818416.8,109981.2,679171.5,Latrobe - Gippsland,,,,,,,,,,,,,,,,2,330000.0,5103.0,285000.0,896.0
744,2019,206,,,,,,3272.0,5452.0,5855.0,3143.0,403.0,5882.0,883.0,2260.0,Melbourne - Inner,3752539.2,9472.0,349.0,9075.0,4728290.0,633208.0,342542.7,Melbourne - Inner,,,,,,,,,,,,,,,,2,1280000.0,3548.0,560000.0,10654.0
745,2019,207,,,,,,2193.0,3277.0,4135.0,2179.0,858.0,4139.0,934.0,1245.0,Melbourne - Inner East,1007683.0,3082.0,680.0,2391.0,1847570.1,249790.3,590096.8,Melbourne - Inner East,,,,,,,,,,,,,,,,2,1420000.0,3157.0,650000.0,2705.0
746,2019,208,,,,,,2058.0,2719.0,3520.0,2029.0,801.0,3525.0,887.0,1141.0,Melbourne - Inner South,864661.4,2443.0,714.0,1708.0,1800512.2,358820.9,577029.9,Melbourne - Inner South,,,,,,,,,,,,,,,,2,1305000.0,3693.0,650000.0,3530.0
747,2019,209,,,,,,1623.0,1879.0,4793.0,1589.0,2914.0,4831.0,1081.0,508.0,Melbourne - North East,550617.6,5249.0,3263.0,1972.0,1738975.5,148643.8,1039714.1,Melbourne - North East,,,,,,,,,,,,,,,,2,680000.0,4984.0,529500.0,2176.0
748,2019,210,,,,,,1544.0,1143.0,4887.0,1499.0,3744.0,5014.0,1213.0,287.0,Melbourne - North West,332021.8,4886.0,3648.0,1232.0,1547995.8,71726.2,1144247.8,Melbourne - North West,,,,,,,,,,,,,,,,2,600000.0,4320.0,512000.0,1388.0
749,2019,211,,,,,,995.0,1143.0,2286.0,961.0,1143.0,2306.0,624.0,338.0,Melbourne - Outer East,424053.7,2369.0,1024.0,1338.0,1030896.9,151772.2,455071.0,Melbourne - Outer East,,,,,,,,,,,,,,,,2,738800.0,5162.0,565000.0,2151.0
750,2019,212,,,,,,3155.0,3376.0,9528.0,3121.0,6152.0,9568.0,2128.0,993.0,Melbourne - South East,597271.0,6902.0,4948.0,1948.0,2347707.8,103806.6,1646630.0,Melbourne - South East,,,,,,,,,,,,,,,,2,620000.0,8235.0,480000.0,2767.0
751,2019,213,,,,,,3279.0,2789.0,10699.0,3243.0,7910.0,10718.0,2494.0,749.0,Melbourne - West,754714.3,12115.0,9690.0,2416.0,3786932.5,145414.5,2886803.8,Melbourne - West,,,,,,,,,,,,,,,,2,585000.0,8669.0,440000.0,2478.0
752,2019,214,,,,,,940.0,543.0,1588.0,907.0,1045.0,1608.0,732.0,175.0,Mornington Peninsula,161653.9,1511.0,945.0,555.0,869327.5,196406.0,511267.6,Mornington Peninsula,,,,,,,,,,,,,,,,2,660000.0,4641.0,480000.0,1355.0
753,2019,215,,,,,,206.0,8.0,505.0,190.0,497.0,510.0,188.0,2.0,North West,8848.6,501.0,463.0,31.0,217037.0,42508.9,165679.6,North West,,,,,,,,,,,,,,,,2,225000.0,2410.0,197500.0,352.0
754,2019,216,,,,,,275.0,53.0,745.0,262.0,692.0,751.0,242.0,19.0,Shepparton,6061.9,727.0,702.0,23.0,270658.9,35041.8,229555.2,Shepparton,,,,,,,,,,,,,,,,2,290000.0,1726.0,225500.0,320.0
755,2019,217,,,,,,239.0,17.0,549.0,222.0,532.0,555.0,218.0,4.0,Warrnambool and South West,5323.6,563.0,542.0,21.0,260973.4,53482.9,202166.9,Warrnambool and South West,,,,,,,,,,,,,,,,2,300000.0,1890.0,253000.0,325.0
756,2019,301,,,,,,394.0,490.0,1233.0,376.0,743.0,1233.0,259.0,117.0,Brisbane - East,47612.9,1004.0,833.0,165.0,369160.6,65493.3,256054.3,Brisbane - East,,,,,,,,,,,,,,,,3,562500.0,3621.0,380000.0,739.0
757,2019,302,,,,,,528.0,857.0,1426.0,489.0,569.0,1481.0,264.0,225.0,Brisbane - North,138764.9,1161.0,620.0,540.0,462089.2,82560.5,240763.8,Brisbane - North,,,,,,,,,,,,,,,,3,593390.0,2891.0,370000.0,991.0
758,2019,303,,,,,,908.0,848.0,2147.0,872.0,1299.0,2171.0,620.0,252.0,Brisbane - South,258535.6,2349.0,1398.0,946.0,951988.0,133765.6,559686.8,Brisbane - South,,,,,,,,,,,,,,,,3,696000.0,3871.0,395000.0,1677.0
759,2019,304,,,,,,435.0,411.0,847.0,409.0,436.0,863.0,279.0,130.0,Brisbane - West,93382.2,750.0,436.0,312.0,395896.6,87659.2,214855.2,Brisbane - West,,,,,,,,,,,,,,,,3,720000.0,2369.0,434000.0,726.0
760,2019,305,,,,,,1149.0,1645.0,1954.0,1104.0,309.0,1974.0,484.0,620.0,Brisbane Inner City,457417.1,1705.0,311.0,1385.0,998143.4,326934.4,213791.9,Brisbane Inner City,,,,,,,,,,,,,,,,3,980000.0,2384.0,478000.0,3524.0
761,2019,306,,,,,,331.0,39.0,801.0,300.0,762.0,862.0,286.0,14.0,Cairns,5183.5,800.0,766.0,22.0,318790.1,62076.1,251530.5,Cairns,,,,,,,,,,,,,,,,3,395000.0,3170.0,230000.0,1837.0
762,2019,307,,,,,,103.0,16.0,274.0,94.0,258.0,274.0,90.0,5.0,Darling Downs - Maranoa,378.0,213.0,203.0,2.0,90900.3,29927.3,60595.0,Darling Downs - Maranoa,,,,,,,,,,,,,,,,3,245000.0,1392.0,212500.0,91.0
763,2019,308,,,,,,149.0,36.0,360.0,126.0,324.0,383.0,115.0,11.0,Central Queensland,8114.3,502.0,469.0,25.0,215701.4,58999.6,148587.6,Central Queensland,,,,,,,,,,,,,,,,3,290000.0,2736.0,211000.0,405.0
764,2019,309,,,,,,2136.0,2596.0,5021.0,2055.0,2425.0,5095.0,981.0,1074.0,Gold Coast,1008592.5,4565.0,1836.0,2698.0,1870460.2,187538.3,674329.5,Gold Coast,,,,,,,,,,,,,,,,3,648000.0,6597.0,427000.0,8627.0
